,Name,Address,Additional Notes,Source FINAL,Status FINAL,Status FPC,Status Plentiful,Last Updated FINAL,Last Updated FPC,Last Updated Plentiful,Hours FINAL,Hours FPC,Hours Plentiful,Website,ID Required,Zipcode,lat,lng,City,State,id
1170,"Agatha House Foundation, 183rd Street - Food Pantry",4471 Mundy Lane,,FPC,open,open,,2/23/2023 7:00 PM,2/24/2023,,"Sa 01:00PM-03:00PM
Th 01:00PM-04:00PM","Sa 01:00PM-03:00PM
Th 01:00PM-04:00PM",,https://agathahouse.org,no,10466,40.85241465,-73.8856767,Bronx,NY,01770911-e631-4c5a-a913-d326c26224eb
1171,United Methodist Center - Soup Kitchen,"1032 Beach 19th St, 3S",,FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,"Tu,Th 09:30AM-11:00PM","Tu,Th 09:30AM-11:00PM",,http://www.farmission.org,no,11691,40.6030676,-73.7517159,Queens,NY,7c76fdf5-9941-47c7-ae59-39f57f56a9d9
1172,4th Ave Presbyterian Church,6753 4th Ave,,FPC,open,open,,10/24/2022 8:00 PM,10/25/2022,,Tu 10:00AM-12:00PM,Tu 10:00AM-12:00PM,,https://sites.google.com/site/4thavepresbrooklyn/community-food-pantry?authuser=0,no,11220,40.6368658,-74.02273527,Brooklyn,NY,a7607409-50ea-4ae0-8f3d-9b48256da630
1173,Pakistani American Skilled Women Organization,1115 Coney Island Ave,,FPC,open,open,,4/23/2023 8:00 PM,4/24/2023,,We 01:00PM-03:00PM,We 01:00PM-03:00PM,,https://www.paswo.org,yes,11230,40.63066994,-73.96594484,Brooklyn,NY,3b89dc9e-78ba-4ae0-b25b-65d542813b64
1174,Brooklyn Emerge,1323 Foster Ave,,FPC,open,open,,4/23/2023 8:00 PM,4/24/2023,,"su,mo,tu,we,th,fr,sa 04:00PM-06:00PM","su,mo,tu,we,th,fr,sa 04:00PM-06:00PM",,https://brooklynemerge.org/halal-mealshare,no,11230,40.63391573,-73.96419226,Brooklyn,NY,8a436b5f-1cd2-4b1e-9fce-2680d407ffe7
1175,Brooklyn Islamic Center,722 Church Ave,,FPC,closed,closed,,2/27/2023 7:00 PM,2/28/2023,,,,,https://www.bicny.org,unknown,11218,40.64616574,-73.97248302,Brooklyn,NY,9ab3653b-edae-4750-ab75-f37baea06cc2
1176,Goshen Temple of SDA,2414 Church Ave,,FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,We 01:00PM-03:00PM,We 01:00PM-03:00PM,,https://goshentemple.org,no,11216,40.65123103,-73.95513952,Brooklyn,NY,567bf67f-cfd9-48e5-95c2-d5495cc4bb3a
1177,Mount of Olives,975 Bushwick Ave,,FPC,closed,closed,,4/20/2023 8:00 PM,4/21/2023,,,,,https://www.moosda.org,unknown,11221,40.69277537,-73.92245708,Brooklyn,NY,3fb8687a-275c-4c08-9853-8d10674ff5a3
1178,"Muslim Ummah of North America (MUNA), Brooklyn Islamic Center",722 Church St,,FPC,open,open,,12/1/2022 7:00 PM,12/2/2022,,Fr 04:00PM-05:00PM,Fr 04:00PM-05:00PM,,https://munasocialservice.org,no,11218,40.64568675,-73.97244116,Brooklyn,NY,5803f401-3a5d-434f-a52c-ac2aefa7f59b
1179,Chabad Neshama,311 Sea Breeze Ave,,FPC,unknown,unknown,,4/20/2023 8:00 PM,4/21/2023,,,,,https://www.chabadneshama.com,unknown,11224,40.5768696,-73.97223243,Brooklyn,NY,96743b7f-0b6b-42f2-8cf3-3c64b37364fd
1180,Flatbush Community Fund Food Pantry,1968 Flatbush Ave,,FPC,open,open,,2/23/2023 7:00 PM,2/24/2023,,,,,https://fcfund.org,no,11234,40.62248964,-73.93578408,Brooklyn,NY,7d9db366-109e-4b7c-bb84-6cc2166e4ed3
1181,"Elite Learners, In This Together - Food Pantry",4517 Avenue D,,FPC,open,open,,5/1/2023 8:00 PM,5/2/2023,,Tu 11:30AM-12:30PM,Tu 11:30AM-12:30PM,,https://elitelearners.org/,unknown,11203,40.64261502,-73.93329881,Brooklyn,NY,e6d6d8dd-897c-4a25-851f-c5e5444a7b0b
1182,Beth Shalom Hebrew Congregation,730 Willoughby Ave,,FPC,closed,closed,,4/30/2023 8:00 PM,5/1/2023,,,,,https://www.bethshalomhebrewcongregationinc.com,unknown,11206,40.69535836,-73.93992255,Brooklyn,NY,37d0c52e-4f9b-4692-8087-3ca97d7bc71e
1183,Chamah Feed Brooklyn,473 Empire Blvd,,FPC,unknown,unknown,,5/8/2023 8:00 PM,5/9/2023,,,,,https://www.chamah.org/programs/usa/food-packages/,unknown,11225,40.66496409,-73.94660963,Brooklyn,NY,2698e04e-0bb6-44a5-92c1-a889a9c92a37
1184,West Indian American Day Carnival Association Cares,325 Rogers Ave,,FPC,unknown,unknown,,5/1/2023 8:00 PM,5/2/2023,,,,,https://wiadcacarnival.org/wiadcacares.html,unknown,11225,40.66592454,-73.95337804,Brooklyn,NY,26a3176f-7bd4-482e-99d5-86061aae530f
1185,Voces Ciudadanas,475 41st St,,FPC,unknown,unknown,,5/9/2023 8:00 PM,5/10/2023,,"Th 10:00am-6:00pm
Fri 2:00pm-6:00pm
Sat 11:00am-3:00pm","Th 10:00am-06:00PM
Fr 02:00PM-06:00PM
Sa 11:00am-03:00PM",,https://www.facebook.com/vocesciudadanasinc/,yes,11232,40.65097993,-74.00506664,Brooklyn,NY,7eda7e62-c7c5-46f1-baff-b98c7e643c34
1186,Collective Focus LLC,1046 Broadway,,FPC,open,open,,4/20/2023 8:00 PM,4/21/2023,,"tu,we,th,fr,sa 09:00AM-05:00PM","tu,we,th,fr,sa 09:00AM-05:00PM",,https://collectivefocus.site,no,11221,40.69590693,-73.93219944,Brooklyn,NY,7dfb718b-d0f7-4f93-805e-8367d1cbe376
1187,"ICNA Relief, Fenton",2410 Fenton Ave,,FPC,open,open,,4/26/2023 8:00 PM,4/27/2023,,Th 01:00PM-03:00PM,Th 01:00PM-03:00PM,,https://icnarelief.org/new-york/#1616099814493-91c28e65-fe81,yes,10469,40.86155995,-73.84415182,Bronx,NY,560e85cd-4e75-48e0-80be-5a70d8e4efb7
1188,Mission Helping Hand,860 Forrest Ave,,FPC,open,open,,2/1/2023 7:00 PM,2/2/2023,,Sa 09:00AM-11:30AM,Sa 09:00AM-11:30AM,,https://missionhelpinghand.com,no,10456,40.82098798,-73.90478104,Bronx,NY,5bb2c186-8835-47af-9d56-1e6cfcc97fa7
1189,Futa Islamic Center,3400 3rd Ave,,FPC,unknown,unknown,,2/28/2023 7:00 PM,3/1/2023,,,,,https://us.mohid.co/ny/newyork/futabronx?fbclid=IwAR1uUij8TlSxtaeKWndMRSuDL_GlklXqQSwPw5QC2MkUcBbWf59-ExnIXHw,unknown,10456,40.82814716,-73.906818,Bronx,NY,bd65ea4a-f0fa-4e1e-92b6-654ba5e3ede4
1190,Mercy Center,377 E 145th St,,FPC,closed,closed,,2/28/2023 7:00 PM,3/1/2023,,,,,https://www.mercycenterbronx.org,unknown,10454,40.81482871,-73.91994954,Bronx,NY,fd8706ca-667b-4090-99ca-6d3f5e045b34
1191,"Muslim Ummah of North America (MUNA), Virginia Ave",1375 Virginia Ave,,FPC,open,open,,7/17/2022 8:00 PM,7/18/2022,,Fr 02:00PM-03:30PM,Fr 02:00PM-03:30PM,,https://munasocialservice.org,no,10462,40.83555594,-73.86213326,Bronx,NY,b86eca1d-36d3-4f25-8289-63d0829a6c76
1192,"NW Bronx Food Justice Coalition, St. Stephen's",146 W 228th St,,FPC,open,open,,2/28/2023 7:00 PM,3/1/2023,,Mo 03:00PM-04:30PM,Mo 03:00PM-04:30PM,,https://www.facebook.com/nwbronxfood,yes,10463,40.87787087,-73.9089685,Bronx,NY,0db80ac2-35f2-42f3-8779-37e60041c115
1193,KCI Pantry,503 W 259th St,,FPC,unknown,unknown,,5/3/2023 8:00 PM,5/4/2023,,,,,http://www.kcifoodpantry.org,unknown,10471,40.90738729,-73.90473717,Bronx,NY,9db838e4-c0c5-466d-a8cf-121fd9f4106f
1194,"ICNA Relief, Bronx",1965 Edenwald Ave,,FPC,open,open,,4/26/2023 8:00 PM,4/27/2023,,Sa 09:00AM,Sa 09:00AM,,https://icnarelief.org/new-york/#1616099814493-91c28e65-fe81,yes,10466,40.89321982,-73.84387964,Bronx,NY,0a89964c-eed1-425d-97d9-7d251c834192
1195,Lighthouse Baptist Church,220-01 Merrick Blvd,,FPC,unknown,unknown,,3/2/2023 7:00 PM,3/3/2023,,,,,https://www.lbcqny.org,unknown,11413,40.6792189,-73.74885219,Queens,NY,b45072eb-bc9b-44a4-9282-212449d53408
1196,First Reformed Church of College Point,118-17 14th Ave,,FPC,unknown,unknown,,2/23/2023 7:00 PM,2/24/2023,,Th 09:00AM,Th 09:00AM,,https://www.facebook.com/frccp/,no,11356,40.78628824,-73.84931886,Queens,NY,cc9642b3-a73c-40b1-ab35-34dd4e2e7c7f
1197,Ozone Park Block Association,83-10 Rockaway Blvd,,FPC,closed,closed,,2/6/2023 7:00 PM,2/7/2023,,,,,https://www.facebook.com/OZPKRBA,unknown,11416,40.68377206,-73.85724882,Queens,NY,9e572a75-a6aa-4864-8653-255ff7bf55d5
1198,"Hungry Monk Rescue, 60th Lane",68-59 60th Ln,,FPC,open,open,,2/1/2023 7:00 PM,2/2/2023,,Sa 09:00AM-12:00PM,Sa 09:00AM-12:00PM,,https://www.monkworx.org/hungry-monk-rescue-truck,yes,11385,40.70338662,-73.89734363,Queens,NY,fff56b56-a39b-47c4-b7bf-fbf0875372d7
1199,South Asian Fund for Education Scholarship Training,88-74 195th St,,FPC,closed,closed,,2/6/2023 7:00 PM,2/7/2023,,,,,http://safest15.com,unknown,11423,40.71577781,-73.76726347,Queens,NY,b527fe67-811c-4d0b-94bd-62f7f9f50c2b
1200,Community Worship Center,145-94 176th St,,FPC,open,open,,3/2/2023 7:00 PM,3/3/2023,,,,,https://cwcsda.com,unknown,11434,40.6626454,-73.77025519,Queens,NY,ff4765bc-faec-4c52-bf39-713b95a9f362
1201,Lebanon Seventh Day Adventist,131-72 223rd St,,FPC,unknown,unknown,,3/2/2023 7:00 PM,3/3/2023,,,,,https://www.lebanonsda.org,unknown,11413,40.68003925,-73.74586673,Queens,NY,7886b916-fc55-4b93-843a-5a73b3306d0d
1202,Maranatha French Seventh Day,173-04 Linden Blvd,,FPC,unknown,unknown,,3/2/2023 7:00 PM,3/3/2023,,,,,https://www.facebook.com/MaranathaFrenchSDA/,unknown,11434,40.69256229,-73.77679865,Queens,NY,65509851-a0f8-4aa1-9b4a-b489abd3112f
1203,Village Fellowship Worship,247-11 Francis Lewis Blvd,,FPC,closed,closed,,5/3/2023 8:00 PM,5/4/2023,,,,,https://villageny.adventistchurch.org,unknown,11422,40.66385561,-73.73359136,Queens,NY,de1a8bdc-92ef-4941-9c46-ac735714b03d
1204,"Muslim Ummah of North America (MUNA), Baitun Noor Masjid",88-19 Liberty Ave,,FPC,open,open,,2/6/2023 7:00 PM,2/7/2023,,"Fr 03:00PM-04:00PM ""Every other Friday""","Fr 03:00PM-04:00PM ""Every other Frday""",,https://www.facebook.com/BaitunNoorMasjid.nyc/,no,11417,40.68033325,-73.85003065,Bronx,NY,9bfe1146-1979-49d0-8173-a0ffaf9cca1c
1205,"Bright Light Family Worship Center, We Care Pantry",201-14 Hollis Ave,,FPC,unknown,unknown,,3/2/2023 7:00 PM,3/3/2023,,,,,https://www.facebook.com/Bright-Light-Family-Worship-Center-COGIC-1584956895147678/,unknown,11412,40.70628437,-73.75596636,Queens,NY,b418c057-850c-4c97-abe2-d2b5087db6b0
1206,Promise Ministries International,130-30 31st Ave,,FPC,closed,closed,,2/1/2023 7:00 PM,2/2/2023,,,,,https://promise414.com,unknown,11354,40.76994593,-73.83909389,Queens,NY,667a015a-040c-477d-81a7-6327c122e1a6
1207,Masjid Omar Ben Abdel-Aziz,88-29 161st St,,FPC,unknown,unknown,,7/17/2022 8:00 PM,7/18/2022,,,,,https://mobaatif.com/?fbclid=IwAR0h8wjy73GFI85ZoOjhO2CFguX_KdGOuoOmq0VRLoQ0HWRSg8IAUmkrV5Q,unknown,11432,40.70765927,-73.8003894,Queens,NY,b2321ef4-c3d6-4762-ac25-64dc5d572976
1208,Crocheron Park,214-41 34th Ave,,FPC,unknown,unknown,,2/12/2023 7:00 PM,2/13/2023,,,,,https://www.crocheronpark.org,unknown,11361,40.77225458,-73.76934514,Queens,NY,927a77e3-43d5-4d7d-9455-a421fdabf254
1209,Christian Pentecostal Church,910 Richmond Rd,,FPC,open,open,,5/3/2023 8:00 PM,5/4/2023,,Tu 03:00AM-07:00PM,Tu 03:00PM-07:00PM,,https://www.cpc900.org/our-ministries,yes,10304,40.60471448,-74.09208108,Staten Island,NY,3f567964-bab8-4c2f-96d6-642d30d22ae6
1210,Christ Disciples International Ministries,399 E Mosholu Pkwy N,,Plentiful,open,open,open,7/13/2023 1:00 AM,4/27/2023,7/13/2023 1:00 AM,"2023-07-15 09:30AM-01:00PM
2023-07-16 02:00PM-03:00PM
2023-07-17 10:30AM-02:00PM
2023-07-18 10:00AM-01:00PM
2023-07-19 10:30AM-02:00PM
2023-07-22 09:30AM-01:00PM
2023-07-23 02:00PM-03:00PM
2023-07-24 10:30AM-02:00PM
2023-07-25 10:00AM-01:00PM
2023-07-26 10:30AM-02:00PM
2023-07-29 09:30AM-01:00PM
2023-07-30 02:00PM-03:00PM
2023-07-31 10:30AM-02:00PM
2023-08-01 10:00AM-01:00PM
2023-08-02 10:30AM-02:00PM
2023-08-05 09:30AM-01:00PM
2023-08-06 02:00PM-03:00PM
2023-08-07 10:30AM-02:00PM
2023-08-08 10:00AM-01:00PM
2023-08-09 10:30AM-02:00PM
2023-08-12 09:30AM-01:00PM
2023-08-13 02:00PM-03:00PM
2023-08-14 10:30AM-02:00PM
2023-08-15 10:00AM-01:00PM
2023-08-16 10:30AM-02:00PM
2023-08-19 09:30AM-01:00PM
2023-08-20 02:00PM-03:00PM
2023-08-21 10:30AM-02:00PM
2023-08-22 10:00AM-01:00PM
2023-08-23 10:30AM-02:00PM
2023-08-26 09:30AM-01:00PM
2023-08-27 02:00PM-03:00PM
2023-08-28 10:30AM-02:00PM
2023-08-29 10:00AM-01:00PM
2023-08-30 10:30AM-02:00PM
2023-09-02 09:30AM-01:00PM
2023-09-03 02:00PM-03:00PM
2023-09-04 10:30AM-02:00PM
2023-09-05 10:00AM-01:00PM
2023-09-06 10:30AM-02:00PM
2023-09-09 09:30AM-01:00PM
2023-09-10 02:00PM-03:00PM
2023-09-11 10:30AM-02:00PM
2023-09-12 10:00AM-01:00PM
2023-09-13 10:30AM-02:00PM
2023-09-16 09:30AM-01:00PM
2023-09-17 02:00PM-03:00PM
2023-09-18 10:30AM-02:00PM
2023-09-19 10:00AM-01:00PM
2023-09-20 10:30AM-02:00PM
2023-09-23 09:30AM-01:00PM
2023-09-24 02:00PM-03:00PM
2023-09-25 10:30AM-02:00PM
2023-09-26 10:00AM-01:00PM
2023-09-27 10:30AM-02:00PM
2023-09-30 09:30AM-01:00PM
2023-10-01 02:00PM-03:00PM
2023-10-02 10:30AM-02:00PM
2023-10-03 10:00AM-01:00PM
2023-10-04 10:30AM-02:00PM
2023-10-07 09:30AM-01:00PM
2023-10-08 02:00PM-03:00PM
2023-10-09 10:30AM-02:00PM
2023-10-10 10:00AM-01:00PM","Mo,We,Sa 09:00AM-03:00PM","2023-07-15 09:30AM-01:00PM
2023-07-16 02:00PM-03:00PM
2023-07-17 10:30AM-02:00PM
2023-07-18 10:00AM-01:00PM
2023-07-19 10:30AM-02:00PM
2023-07-22 09:30AM-01:00PM
2023-07-23 02:00PM-03:00PM
2023-07-24 10:30AM-02:00PM
2023-07-25 10:00AM-01:00PM
2023-07-26 10:30AM-02:00PM
2023-07-29 09:30AM-01:00PM
2023-07-30 02:00PM-03:00PM
2023-07-31 10:30AM-02:00PM
2023-08-01 10:00AM-01:00PM
2023-08-02 10:30AM-02:00PM
2023-08-05 09:30AM-01:00PM
2023-08-06 02:00PM-03:00PM
2023-08-07 10:30AM-02:00PM
2023-08-08 10:00AM-01:00PM
2023-08-09 10:30AM-02:00PM
2023-08-12 09:30AM-01:00PM
2023-08-13 02:00PM-03:00PM
2023-08-14 10:30AM-02:00PM
2023-08-15 10:00AM-01:00PM
2023-08-16 10:30AM-02:00PM
2023-08-19 09:30AM-01:00PM
2023-08-20 02:00PM-03:00PM
2023-08-21 10:30AM-02:00PM
2023-08-22 10:00AM-01:00PM
2023-08-23 10:30AM-02:00PM
2023-08-26 09:30AM-01:00PM
2023-08-27 02:00PM-03:00PM
2023-08-28 10:30AM-02:00PM
2023-08-29 10:00AM-01:00PM
2023-08-30 10:30AM-02:00PM
2023-09-02 09:30AM-01:00PM
2023-09-03 02:00PM-03:00PM
2023-09-04 10:30AM-02:00PM
2023-09-05 10:00AM-01:00PM
2023-09-06 10:30AM-02:00PM
2023-09-09 09:30AM-01:00PM
2023-09-10 02:00PM-03:00PM
2023-09-11 10:30AM-02:00PM
2023-09-12 10:00AM-01:00PM
2023-09-13 10:30AM-02:00PM
2023-09-16 09:30AM-01:00PM
2023-09-17 02:00PM-03:00PM
2023-09-18 10:30AM-02:00PM
2023-09-19 10:00AM-01:00PM
2023-09-20 10:30AM-02:00PM
2023-09-23 09:30AM-01:00PM
2023-09-24 02:00PM-03:00PM
2023-09-25 10:30AM-02:00PM
2023-09-26 10:00AM-01:00PM
2023-09-27 10:30AM-02:00PM
2023-09-30 09:30AM-01:00PM
2023-10-01 02:00PM-03:00PM
2023-10-02 10:30AM-02:00PM
2023-10-03 10:00AM-01:00PM
2023-10-04 10:30AM-02:00PM
2023-10-07 09:30AM-01:00PM
2023-10-08 02:00PM-03:00PM
2023-10-09 10:30AM-02:00PM
2023-10-10 10:00AM-01:00PM",https://christdisciples.org/?fbclid=IwAR0-b9nq2ycveJY3ER1TBZwdqgsQ5jBhvj-EDW6xgBL9UpYayySxPNkRPu4,no,10467,40.869724,-73.87944,Bronx,NY,c1ce7336-8464-4b8c-8a39-b0866c941edf
1211,"Southside United-Los Sures, 80 Clymer",80 Clymer St,,Plentiful,open,open,open,7/13/2023 1:00 AM,5/1/2023,7/13/2023 1:00 AM,"2023-07-19 12:00PM-02:00PM
2023-07-26 12:00PM-02:00PM
2023-08-02 12:00PM-02:00PM
2023-08-09 12:00PM-02:00PM
2023-08-16 12:00PM-02:00PM
2023-08-23 12:00PM-02:00PM
2023-08-30 12:00PM-02:00PM
2023-09-06 12:00PM-02:00PM
2023-09-13 12:00PM-02:00PM
2023-09-20 12:00PM-02:00PM
2023-09-27 12:00PM-02:00PM
2023-10-04 12:00PM-02:00PM",,"2023-07-19 12:00PM-02:00PM
2023-07-26 12:00PM-02:00PM
2023-08-02 12:00PM-02:00PM
2023-08-09 12:00PM-02:00PM
2023-08-16 12:00PM-02:00PM
2023-08-23 12:00PM-02:00PM
2023-08-30 12:00PM-02:00PM
2023-09-06 12:00PM-02:00PM
2023-09-13 12:00PM-02:00PM
2023-09-20 12:00PM-02:00PM
2023-09-27 12:00PM-02:00PM
2023-10-04 12:00PM-02:00PM",http://www.southsideunitedhdfc.org/about-us/our-work/social-services/,unknown,11211,40.70486578,-73.96567299,Brooklyn,NY,d45ca08b-86c3-4766-abe7-d18622f56570
1212,St. Peter's Lutheran Church,431-437 E 140th St,,FPC,unknown,unknown,,11/5/2020 7:00 PM,11/6/2020,,,,,https://stpeterslutheran.wixsite.com/homepage,unknown,10454,40.8100399,-73.9207198,Bronx,NY,9db7f1d2-c756-4bff-b091-72a05bec99cd
1213,"V.E.T.S. Inc., Locust Manor Senior Residence",170-06 Baisley Blvd,,FPC,unknown,unknown,,7/1/2021 8:00 PM,7/2/2021,,Th 03:00PM-05:00PM,Th 03:00PM-05:00PM,,https://access.nyc.gov/location/vets-inc-locust-manor-senior-residence/,unknown,11433,40.6809267,-73.7730634,Queens,NY,5768957e-b26f-4368-835d-94c32f95399e
1214,Metro House,2289 University Ave,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,10468,40.8608858,-73.9069847,Bronx,NY,7940560f-9ce7-4507-98f4-e2e50ec64e68
1215,Jewish Aid Committee,105-57 Flatlands Ave,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,11236,40.647819,-73.8943208,Brooklyn,NY,be50493b-fcc9-4c67-a3c8-cab05344cb74
1216,Grace Tabernacle - Food Pantry,1745 Pacific St,,FPC,open,open,,2/28/2021 7:00 PM,3/1/2021,,,,,http://www.gracetabernacle.info/,no,11213,40.676702,-73.932369,Brooklyn,NY,a20f0785-4513-4ca7-88b6-6f8bfac08f4d
1217,Prayer Mission,56 Lott Ave,,FPC,open,open,,8/23/2020 8:00 PM,8/24/2020,,,,,https://www.nedacocdoc.org/contact-us/,unknown,11212,40.657332,-73.911839,Brooklyn,NY,57f4ea79-2687-4c45-925e-be91f88b7d81
1218,Love Gospel Assembly - The Love Kitchen,2315 Grand Concourse,,FPC,open,open,,4/26/2021 8:00 PM,4/27/2021,,Tu 12:00PM-02:00PM,Tu 12:00PM-02:00PM,,http://www.lgabronx.com/site/page.asp?link=ministries&id=15&t=ministries,unknown,10458,40.8581476,-73.9001118,Bronx,NY,aa3d80e7-fee2-4431-ac60-dd15e87171dc
1219,Jackson Heights Elmhurst Kehillah,33-47 91st St,,FPC,unknown,unknown,,4/26/2021 8:00 PM,4/27/2021,,,,,,unknown,11372,40.7550901,-73.876501,Queens,NY,d824fdf6-6e3f-4a36-a4af-0c8ca81c61d9
1220,Julia Greene,"158 Central Ave, Apt 2",,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,11221,40.6992417,-73.9275548,Brooklyn,NY,a2b9d7cb-1c1b-463a-bd71-ffbdb396e1cb
1221,The Love Pantry,85 Watkins St,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,11212,40.670971,-73.907684,Brooklyn,NY,f5ac1c1d-dcb9-4b03-ad10-50c8c0bc44dc
1222,Community Dialogue NYC,42 Porter Ave,,FPC,unknown,unknown,,10/26/2021 8:00 PM,10/27/2021,,,,,https://www.cdnyc.org,unknown,11237,40.70639,-73.928658,Brooklyn,NY,47970194-1ad2-4e17-a254-eeedd987098a
1223,Creating a New Beginning,83-22 Baxter Ave,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,Mo 11:00AM-02:00PM,Mo 11:00AM-02:00PM,,,unknown,11373,40.74827927,-73.8823378,Queens,NY,41acb7cd-bbde-4b45-89ed-d80103d733a6
1224,Zeina Lorraine Community Food Pantry,203 W 133rd St,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,1/1/2020,7/13/2023 1:00 AM,"2023-07-18 11:00AM-02:00PM
2023-07-25 11:00AM-02:00PM
2023-08-01 11:00AM-02:00PM
2023-08-08 11:00AM-02:00PM
2023-08-15 11:00AM-02:00PM
2023-08-22 11:00AM-02:00PM
2023-08-29 11:00AM-02:00PM
2023-09-05 11:00AM-02:00PM
2023-09-12 11:00AM-02:00PM
2023-09-19 11:00AM-02:00PM
2023-09-26 11:00AM-02:00PM
2023-10-03 11:00AM-02:00PM
2023-10-10 11:00AM-02:00PM",,"2023-07-18 11:00AM-02:00PM
2023-07-25 11:00AM-02:00PM
2023-08-01 11:00AM-02:00PM
2023-08-08 11:00AM-02:00PM
2023-08-15 11:00AM-02:00PM
2023-08-22 11:00AM-02:00PM
2023-08-29 11:00AM-02:00PM
2023-09-05 11:00AM-02:00PM
2023-09-12 11:00AM-02:00PM
2023-09-19 11:00AM-02:00PM
2023-09-26 11:00AM-02:00PM
2023-10-03 11:00AM-02:00PM
2023-10-10 11:00AM-02:00PM",,unknown,10030,40.814255,-73.944893,New York,NY,15fada56-c758-426e-9395-4eef1bd0cdc0
1225,Himesh Pantry,"33-27 91st St, 2F",,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,11372,40.75579751,-73.87635277,Queens,NY,635aa9dc-158a-4630-8ee5-33648cb961f7
1226,Grizzly Cupboard Cupboard,"26 W 61st St, Room 007",,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,10023,40.77008,-73.98318,New York,NY,99e9eadc-3a8a-4eb1-adcc-88f7f77388fd
1227,Seaview C Development,155 Friendship Ln,,Plentiful,open,unknown,open,7/13/2023 1:00 AM,1/1/2020,7/13/2023 1:00 AM,"2023-07-18 10:30AM-11:30AM
2023-07-25 10:30AM-11:30AM
2023-08-01 10:30AM-11:30AM
2023-08-08 10:30AM-11:30AM
2023-08-15 10:30AM-11:30AM
2023-08-22 10:30AM-11:30AM
2023-08-29 10:30AM-11:30AM
2023-09-05 10:30AM-11:30AM
2023-09-12 10:30AM-11:30AM
2023-09-19 10:30AM-11:30AM
2023-09-26 10:30AM-11:30AM
2023-10-03 10:30AM-11:30AM
2023-10-10 10:30AM-11:30AM",,"2023-07-18 10:30AM-11:30AM
2023-07-25 10:30AM-11:30AM
2023-08-01 10:30AM-11:30AM
2023-08-08 10:30AM-11:30AM
2023-08-15 10:30AM-11:30AM
2023-08-22 10:30AM-11:30AM
2023-08-29 10:30AM-11:30AM
2023-09-05 10:30AM-11:30AM
2023-09-12 10:30AM-11:30AM
2023-09-19 10:30AM-11:30AM
2023-09-26 10:30AM-11:30AM
2023-10-03 10:30AM-11:30AM
2023-10-10 10:30AM-11:30AM",,unknown,10314,40.596218,-74.130302,Staten Island,NY,ee99d2c2-e3c3-4ad3-9d9c-2f9594cc816d
1228,Yemeni American Merchants Association,6740 5th Ave,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,https://www.yamausa.org,unknown,11220,40.63520951,-74.02068288,Brooklyn,NY,d7c47381-9e60-4396-a3a3-d2ac25d39e7d
1229,Hope Empowerment,657 Van Siclen Ave,,FPC,unknown,unknown,,10/18/2021 8:00 PM,10/19/2021,,Fr 09:00AM-11:00AM,Fr 09:00AM-11:00AM,,,unknown,11207,40.66359205,-73.88749173,Brooklyn,NY,20165209-1692-471c-87ff-5d52c630722d
1230,Together We Are,1569 47th St,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,11219,40.63274131,-73.9845869,Brooklyn,NY,dbbd6879-cdc7-4cc5-9326-50561ece0248
1231,Hispanic Project USA,230 Arlington Ave,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,https://www.facebook.com/HispanicProjectUSA/,unknown,11207,40.68064173,-73.88627035,Brooklyn,NY,88d8885f-5ed8-4342-9d18-dcae5edc8860
1232,El Coqui Liberation Community Garden,414 E 161st St,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,https://missionhelpinghand.com/the-garden-project,unknown,10451,40.82396865,-73.913086,Bronx,NY,cab37628-f0e6-4f2c-91bf-8dfb8a5822ba
1233,Woodbine,58-5 Woodward Ave,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,"Mo,We 10:00AM-11:00AM","Mo,We 10:00AM-11:00AM",,https://www.woodbine.nyc/mutualaid,unknown,11385,40.70580364,-73.90390792,Queens,NY,fd16e847-5540-41e3-858a-15e57043404c
1234,Masjid Al Abbasi,109-01 153rd St,,FPC,unknown,unknown,,12/31/2019 7:00 PM,1/1/2020,,,,,,unknown,11433,40.69210351,-73.79696905,Queens,NY,5e3de2c5-b378-489d-8ae3-6ca4320bdc78
